name,roll,branch,start_year,current_courses,previous_courses_with_grades
Aditya Chowdhury,202426,EE,2023,202;201;AI,SE|7.9;SE|5.4;NLP|9.7;OOPS|5.4;CN|8.1
Diya Nair,BT2020-427,CSE,2021,OS;201;102;502,OOPS|8.1;501|7.8;CNTR|5.7;401|9.4;202|7.1;OS|7.5;CN|6.6;101|5.1;402|6.4
Isha Mehta,CE2021-428,Maths,2021,201;101;402;502;CNTR;502,OOPS|8.2;102|9.2;401|5.7;SE|5.9;AI|7.0;202|7.1;402|8.1;OOPS|7.0;502|8.4;DBMS|8.2
Aarav Malhotra,202429,ECE,2020,301;402;DBMS;DBMS;201,CN|9.1;501|5.6;501|8.5;NLP|6.8;DSA|6.6;401|5.5;OOPS|5.3;AI|9.3;201|6.0;OS|5.8
Aditi Chowdhury,202430,ME,2021,201;101;ML;OS;501,401|9.6;OOPS|8.9;201|5.3;102|5.1;OOPS|5.2;101|6.6;OOPS|5.1;NLP|8.1;ML|9.5
Ritika Kapoor,BT2022-431,ME,2022,401;NLP;102;401;OS,302|5.8;502|6.3;502|7.6;OS|9.8;CNTR|5.1;102|5.6
Vihaan Reddy,202432,Maths,2023,SE;SE;201,DSA|5.8;202|9.7;401|9.2;302|8.5;302|6.7;302|8.7;DBMS|6.7;501|7.3;ML|5.0
Priya Patel,ME2019-433,ME,2022,ML;501;201;301;402,OS|8.0;OS|5.8;401|8.7;DSA|5.1;202|7.2;CN|8.1;501|9.4;OS|8.7
Aditi Kumar,202434,ME,2022,NLP;ML;301;CN;CNTR;502,401|9.6;ML|6.8;501|7.7;502|5.2;DSA|5.0
Ritika Kapoor,202435,Physics,2021,DBMS;302;CNTR;ML;OOPS,401|10.0;402|9.4;501|8.1;DBMS|9.4;301|8.2
Aarav Rao,202436,Physics,2022,501;501;101;101;CN;501,401|7.9;201|7.3;DBMS|5.1;502|9.5;DBMS|8.6;402|5.4;201|6.6;DSA|7.3;CN|8.4;202|6.9
Arjun Verma,202437,BT,2023,AI;302;501;CN,101|6.4;102|8.4;NLP|5.3;401|7.6;502|9.2;501|5.7
Neha Sharma,202438,Physics,2020,SE;CNTR;OS;202;201;401,AI|9.2;302|8.5;ML|9.4;202|5.1;302|8.5
Priya Desai,202439,Maths,2023,102;502;201;402,AI|6.3;201|5.3;ML|7.5;SE|7.6;201|9.1;201|7.2
Diya Gupta,202440,Physics,2023,101;ML;CNTR;DBMS;OOPS;401,AI|8.8;OS|7.2;OOPS|7.6;501|6.0;SE|8.2;402|5.2
Vihaan Mehta,202441,CE,2020,401;202;402;OOPS;OS;DBMS,301|7.2;301|6.9;CN|9.1;302|9.6;202|6.9;501|5.1;302|7.5
Kavya Chowdhury,202442,EE,2019,402;OOPS;OOPS;302;101;DSA,502|7.8;AI|8.5;202|8.4;201|7.8;CN|6.6;DSA|7.5;201|9.9;OOPS|7.0;301|5.6;502|7.6
Diya Patel,202443,EE,2020,DSA;DSA;202;102;DSA;DSA,DBMS|5.0;ML|6.6;ML|6.7;DSA|5.9;502|7.7;DSA|5.9;OS|7.3
Rohan Nair,BT2023-444,ECE,2019,SE;OOPS;102,501|6.4;OOPS|8.5;CNTR|6.8;401|6.1;CN|5.9;302|7.8;DSA|6.4;301|6.1;501|8.9;401|5.8
Sakshi Reddy,202445,ECE,2022,SE;401;OOPS,DSA|7.2;501|9.5;NLP|9.1;AI|6.4;DBMS|5.1;502|8.3
Vivaan Saxena,202446,ME,2023,CNTR;CN;302;CN;CNTR;202,DBMS|6.1;CN|5.1;OOPS|5.9;AI|9.3;202|6.3;DBMS|9.2;401|8.3;102|7.2;402|8.4;OS|8.8
Neha Iyer,202447,ECE,2022,201;SE;202;ML;OS,302|9.8;101|5.8;AI|6.7;101|7.0;302|8.7;301|6.4;201|9.7;DSA|8.9;CNTR|7.5;401|8.9
Sai Jain,202448,Maths,2019,NLP;502;CN;NLP,102|7.5;ML|6.2;501|9.5;301|5.7;NLP|6.2;CN|8.4
Aditya Saxena,202449,Maths,2020,CN;202;102;201,401|7.5;502|7.5;201|5.8;SE|7.4;102|7.1
Arjun Malhotra,202450,ME,2021,301;CN;SE,AI|7.5;401|9.8;401|8.2;302|8.9;OOPS|8.4;501|9.1;202|8.1;301|9.8;402|8.2
Aarav Jain,202451,EE,2020,502;501;502;501;102,SE|7.0;OS|5.2;CNTR|7.0;101|8.6;401|8.6;502|8.4
Arjun Mehta,202452,EE,2020,SE;302;401;ML;SE,501|5.7;302|6.2;502|8.6;OOPS|6.8;CNTR|6.1;ML|6.6;SE|9.9;401|7.4;301|8.9
Neha Kapoor,202453,CE,2020,DSA;NLP;201;401,202|9.1;201|5.9;302|7.9;AI|7.1;402|6.9;501|9.6;OS|7.9;ML|7.7;402|7.5;CNTR|8.5
Aditya Jain,202454,CSE,2023,CN;402;201,501|5.1;401|6.3;ML|6.0;DSA|5.3;501|5.5;AI|5.8;401|7.2;401|6.6;OS|8.4
Aarav Kapoor,202455,ECE,2020,102;401;102,ML|7.7;OS|8.6;CNTR|5.8;102|7.3;201|8.1;201|5.2;302|6.1
Aditi Khan,202456,ME,2020,DBMS;OS;DSA,AI|9.1;102|6.7;AI|7.9;301|5.4;502|8.1;AI|5.9
Tanvi Malhotra,202457,Physics,2020,ML;101;ML;DSA;AI;CNTR,ML|9.5;502|8.4;ML|7.1;201|8.4;101|8.9;102|7.3;CNTR|6.6
Yash Gupta,202458,CSE,2023,502;401;AI,SE|6.6;201|6.6;401|6.1;ML|8.1;502|8.2;SE|9.1;SE|6.9;201|5.3;501|7.7
Ananya Sharma,202459,CE,2019,OS;ML;OOPS;OS,DSA|8.2;501|7.0;AI|8.6;201|5.2;OS|7.4;501|7.6;DBMS|5.3;102|6.0;DSA|9.1
Rohan Kapoor,202460,CSE,2020,AI;201;301;101;NLP,DSA|5.5;OS|5.8;OOPS|5.8;202|7.9;202|9.7;OS|6.4;401|9.4
Tanvi Mehta,Physics2020-461,Maths,2023,CNTR;AI;CN;302;501,OS|7.6;AI|6.1;ML|5.3;102|9.2;OOPS|9.7;OS|8.9;502|7.7
Aditi Malhotra,202462,EE,2023,401;302;ML;SE;302;501,401|9.1;DBMS|5.1;401|6.7;402|8.4;201|6.6;401|8.7;502|7.1;102|7.7;OOPS|8.0
Sakshi Desai,EE2022-463,ECE,2022,OOPS;501;OS;DSA;501,502|6.0;402|9.2;CN|9.4;ML|6.1;ML|6.9;402|5.3;502|9.9;OOPS|6.1
Ritika Kapoor,202464,CE,2020,202;NLP;OOPS;302;502,CN|6.9;101|9.9;OOPS|7.0;201|5.6;301|6.8
Ishaan Saxena,202465,CE,2023,101;DSA;501;OS;301,OOPS|7.4;501|7.0;OS|5.7;202|7.9;102|8.2;101|8.9;OOPS|6.2
Isha Mehta,202466,CE,2023,201;102;ML;NLP;CN,CN|5.3;CNTR|9.4;AI|9.7;402|8.5;302|7.8;SE|5.4
Diya Khan,202467,BT,2020,DSA;301;101;NLP;SE,202|5.3;301|6.6;CNTR|7.0;DSA|9.2;AI|7.5
Vivaan Nair,202468,BT,2021,301;CNTR;502;DBMS;DBMS,ML|8.2;401|7.0;ML|7.4;202|6.8;402|6.3
Isha Reddy,202469,Physics,2020,102;AI;302,501|5.0;501|6.2;AI|7.3;OOPS|8.4;DBMS|5.2;SE|7.4;402|5.2;DBMS|8.3
Aditya Agarwal,202470,BT,2023,102;OS;102,CNTR|5.6;AI|8.6;CN|5.8;502|8.7;DSA|8.6;102|5.5;CNTR|6.1;CNTR|8.1;201|7.0
Neha Patel,202471,ECE,2022,AI;CNTR;OS;NLP;DBMS,OS|9.5;NLP|9.0;DBMS|5.8;CNTR|7.8;ML|7.2;DBMS|6.5
Sai Khan,202472,BT,2022,CN;CN;NLP;DBMS;CNTR;201,DBMS|9.9;302|7.6;ML|6.6;402|6.1;202|8.2;301|5.8;OS|6.2;OOPS|9.5
Yash Khan,202473,ECE,2023,CNTR;502;AI;101,302|6.6;302|8.0;OS|6.3;202|9.4;DBMS|5.1;ML|9.5;OOPS|7.8;OS|7.7;502|9.9
Aditya Singh,202474,Maths,2022,501;201;CN;501;101;SE,CNTR|8.0;401|8.0;402|5.0;501|10.0;302|5.5;OS|6.6;CNTR|9.6
Ishaan Saxena,202475,Physics,2019,DBMS;102;301;NLP;AI;502,CN|7.3;DBMS|5.6;DSA|9.1;SE|6.7;NLP|9.8;102|7.5
Rohan Verma,202476,ME,2021,101;401;102,DSA|9.7;402|5.2;301|6.8;OOPS|8.7;102|8.7;ML|7.7;NLP|7.1;202|9.7;201|5.3
Aditi Kapoor,202477,CE,2023,101;202;AI;402;501;501,OOPS|7.0;102|7.4;CNTR|5.6;DBMS|5.5;DBMS|9.0
Vihaan Jain,202478,ECE,2022,201;401;502;401;202;401,201|5.0;CN|7.8;502|6.5;501|7.2;AI|5.4;102|7.2
Diya Verma,202479,EE,2023,401;102;201,ML|7.2;NLP|8.3;DSA|7.3;OOPS|9.8;502|8.5;301|9.8;502|6.7;301|7.6;502|9.2
Ananya Agarwal,202480,ECE,2021,201;301;CNTR;OS;ML;302,CN|5.5;CN|6.2;AI|6.9;201|5.2;DBMS|9.6;101|5.3;502|8.5;102|6.8;501|5.0;501|7.3
Neha Agarwal,202481,BT,2023,DBMS;NLP;OS,401|5.2;SE|8.0;501|6.4;302|9.4;DSA|9.6;OOPS|8.0;301|6.5;AI|5.3
Ishaan Singh,ECE2023-482,ME,2022,402;502;SE;ML,DBMS|9.5;401|7.3;DSA|5.6;102|7.1;DBMS|5.1;OOPS|9.1
Vihaan Nair,202483,ME,2020,301;201;DSA,OS|5.2;301|7.1;ML|9.4;102|9.4;501|6.9;502|6.5;DSA|5.1;CNTR|5.7
Aarav Iyer,CE2019-484,ECE,2022,DBMS;ML;OOPS,SE|5.2;OOPS|9.2;AI|5.3;CNTR|6.0;CNTR|9.6;ML|5.9;AI|5.4;DBMS|7.8
Kavya Malhotra,202485,EE,2019,102;OS;OOPS,SE|8.7;102|6.7;102|8.0;402|9.5;401|8.3;402|6.1
Arjun Kapoor,202486,EE,2020,OOPS;102;OS;401;502;NLP,102|6.7;CN|8.9;201|7.3;DBMS|6.3;202|5.2;OOPS|7.9;401|8.1;AI|6.3;DBMS|9.5;502|6.7
Sakshi Gupta,202487,Maths,2023,CNTR;201;201;501;ML;502,201|5.0;401|8.7;301|5.8;NLP|5.9;CNTR|8.2;CNTR|5.5;AI|9.3
Rohan Khan,202488,Physics,2019,CNTR;DSA;402,CNTR|5.5;102|8.0;102|9.5;CNTR|5.9;OOPS|8.5;402|6.4
Vihaan Saxena,EE2019-489,CE,2019,101;DBMS;ML;101,ML|7.0;302|9.8;102|8.5;102|9.9;101|7.0;NLP|8.2;CNTR|7.2
Arjun Iyer,202490,CSE,2019,NLP;201;CN,402|9.3;DSA|6.0;NLP|6.6;DSA|5.8;201|9.8;NLP|7.5;AI|5.5;301|5.1;SE|5.1;NLP|6.7
Sakshi Sharma,202491,EE,2023,102;201;101;501;SE,202|6.2;501|5.5;502|9.8;CNTR|7.1;201|7.1;OOPS|7.2;302|7.4;OS|7.2
Arjun Mehta,Physics2022-492,Maths,2020,AI;402;SE;OOPS;CNTR,402|9.4;AI|7.8;102|8.1;102|6.6;OOPS|9.1;ML|5.8;201|6.2;DSA|5.7
Aditya Malhotra,202493,CSE,2020,DBMS;SE;AI;CN,102|9.1;302|9.1;501|6.9;CNTR|9.6;SE|5.3;501|5.4
Aditi Chowdhury,202494,CE,2021,ML;101;OOPS,SE|6.9;502|6.5;SE|5.2;AI|6.4;DSA|8.8
Ritika Kumar,202495,BT,2019,102;301;DBMS;OOPS;402,DBMS|7.3;501|7.2;OOPS|8.1;ML|5.6;401|7.6;CNTR|5.0;202|6.2;202|6.9;402|6.2;CNTR|9.3
Priya Patel,202496,BT,2020,NLP;DSA;101;SE;202;501,201|7.7;302|5.4;CNTR|6.5;502|8.5;CNTR|7.6;SE|7.1;NLP|7.2;301|5.2;CNTR|7.0
Neha Mehta,202497,BT,2023,CN;DSA;401;ML;SE,302|5.3;501|7.5;202|9.3;DSA|9.1;ML|9.7;ML|9.9;101|8.4;ML|9.2;SE|5.7
Ishaan Singh,ME2020-498,Maths,2021,301;401;501,502|9.0;OOPS|8.5;OS|8.5;OOPS|10.0;ML|8.4;501|9.6;101|7.6;OOPS|6.7;501|9.8;502|5.2
Ishaan Rao,CE2021-499,Physics,2023,502;201;CN;NLP,CN|8.1;AI|7.6;AI|9.2;301|9.5;DBMS|5.2
Arjun Agarwal,202500,EE,2023,301;AI;DBMS;SE;NLP,401|8.8;202|6.9;CN|9.9;202|9.5;CNTR|8.5;101|7.1;401|8.1;101|8.8
Ritika Mehta,202501,EE,2021,OS;501;501,DBMS|5.1;301|9.1;302|9.3;401|7.1;OS|6.3;OOPS|7.4
Kavya Patel,202502,ECE,2020,201;SE;SE;301,NLP|5.4;301|8.6;301|9.9;AI|7.0;101|7.5;CN|5.4;102|9.8;ML|5.2
Ishaan Rao,ME2020-503,Maths,2022,NLP;402;202;ML;DSA;101,NLP|9.9;101|7.3;OOPS|8.2;ML|8.1;301|6.3
Kavya Singh,202504,EE,2019,401;ML;AI,502|7.5;402|9.7;402|9.3;501|6.7;ML|9.7;201|7.9;401|8.5;302|5.9
Sakshi Singh,202505,ECE,2023,301;502;502;SE;101;101,DBMS|7.6;102|5.2;AI|7.7;CNTR|9.6;401|7.2
Arjun Mehta,CSE2021-506,BT,2019,DSA;102;AI,ML|5.6;AI|6.4;501|9.0;CN|8.0;402|9.2;CNTR|8.0;201|6.4
Aditi Iyer,202507,EE,2022,OOPS;401;OOPS,101|5.0;301|7.8;DSA|8.8;301|8.8;102|9.0;502|8.1;CNTR|9.8
Kavya Chowdhury,202508,BT,2023,AI;201;OS,102|8.7;OS|7.1;102|6.6;AI|7.7;401|5.6
Aarav Verma,CE2021-509,BT,2023,101;AI;202;ML,DSA|9.1;301|9.0;401|9.6;502|6.8;401|9.6;202|5.2
Neha Chowdhury,202510,EE,2019,CNTR;502;101;NLP;OOPS,102|8.8;401|6.6;OS|8.6;CNTR|9.9;DBMS|10.0;CNTR|9.4;NLP|6.7;101|8.4;SE|7.1
Krishna Nair,ECE2023-511,ME,2020,501;CNTR;NLP;101;301,SE|9.4;SE|6.3;CN|8.5;DBMS|9.6;302|9.9;AI|9.6;401|6.6;301|6.4
Arjun Verma,202512,ECE,2022,SE;AI;OS;NLP;SE;SE,502|7.5;OS|5.6;NLP|5.9;DSA|9.0;AI|7.8;DSA|6.3
Sai Bose,202513,EE,2019,OOPS;CNTR;301;SE,502|7.8;501|9.0;ML|6.3;102|6.1;202|6.4;CN|7.1
Ananya Jain,CE2020-514,CE,2021,101;501;301;501;SE,AI|9.4;OS|9.2;OOPS|9.1;AI|6.7;502|9.9;ML|6.2;201|9.8;CNTR|9.5;SE|6.6;NLP|5.5
Aditi Kumar,ECE2019-515,ME,2023,NLP;201;402;102;SE;402,NLP|7.6;402|5.7;ML|8.7;302|6.6;SE|6.7;AI|5.3;402|7.5;CNTR|8.8
Sakshi Verma,202516,Physics,2019,402;AI;302;402,NLP|7.4;502|9.7;OOPS|9.1;302|6.9;302|5.7;ML|9.5
Aditi Chowdhury,202517,Physics,2023,501;202;201;ML,CN|7.0;202|9.7;NLP|6.3;AI|6.5;AI|5.7
Arjun Jain,202518,BT,2019,202;301;202,401|5.6;402|9.0;SE|8.5;301|8.2;201|7.8;101|7.6;201|9.0;102|9.8;301|5.3
Aarav Agarwal,202519,ECE,2020,CN;CNTR;101;301;201,AI|8.9;502|6.7;202|7.5;502|6.4;202|6.0;SE|6.7
Tanvi Patel,202520,CSE,2019,301;CNTR;402;102,501|9.9;102|5.4;501|5.0;102|8.3;DSA|5.4;102|9.6
Yash Desai,EE2021-521,ME,2020,ML;CN;102;SE,402|8.3;302|8.8;502|5.3;101|8.8;OS|7.7;301|7.5;NLP|5.8;SE|8.7
Isha Chowdhury,202522,ECE,2020,102;DBMS;CN;ML;SE;401,102|5.1;OS|9.6;302|7.5;ML|8.7;NLP|5.1;502|8.2
Aditya Reddy,Maths2022-523,ME,2023,NLP;302;OS,SE|7.8;502|9.7;ML|6.4;DBMS|9.5;201|10.0;OS|9.1;402|8.5
Neha Gupta,CSE2019-524,CSE,2019,AI;OS;402;ML;DBMS;401,AI|6.8;402|5.7;402|8.4;DBMS|9.8;202|9.9;SE|9.6;402|8.8;CNTR|6.3;OOPS|10.0
Sai Desai,202525,ME,2023,501;402;OOPS;OS,501|6.0;SE|9.1;AI|7.9;202|7.7;CN|9.7;401|9.1;DBMS|6.7
Aarav Gupta,EE2023-526,ECE,2022,402;CN;NLP,DSA|7.7;501|6.5;DSA|8.3;OS|9.6;502|9.3;DSA|8.9
Sakshi Gupta,202527,CE,2023,NLP;302;302;SE;ML;301,NLP|7.4;501|7.2;NLP|8.3;201|9.6;202|9.2;DBMS|8.6
Ritika Desai,202528,Physics,2021,201;201;102;AI;301;101,NLP|5.7;101|5.8;NLP|6.2;ML|9.9;301|7.6;CN|8.2;401|5.2;501|9.0;CNTR|9.1;502|10.0
Vihaan Saxena,CE2021-529,CSE,2021,OOPS;501;AI;201,502|6.4;102|5.2;SE|9.2;402|8.2;302|7.6;CNTR|7.8;CNTR|5.4;302|9.5
Priya Mehta,202530,ME,2019,ML;501;OS;501;OS;ML,NLP|6.3;SE|8.1;DSA|5.3;501|10.0;102|6.5;SE|5.7
Aarav Patel,202531,CE,2020,302;101;OOPS,301|7.8;SE|8.2;DBMS|9.8;AI|9.8;OOPS|7.7;401|5.9;401|6.3;OS|8.6;OS|8.6
Ritika Patel,202532,ECE,2023,402;102;102;301,CN|8.0;501|6.6;ML|5.9;DSA|8.1;402|7.9
Aditi Desai,202533,EE,2023,DSA;SE;302;202;ML,101|7.9;202|5.5;502|7.1;301|8.2;AI|6.9;CNTR|5.3;201|9.2
Krishna Singh,202534,CSE,2021,202;301;DBMS;OS;301,301|7.7;SE|5.5;401|9.0;AI|8.3;502|5.3;401|7.4;DBMS|10.0
Aditi Kumar,Physics2019-535,CE,2019,302;401;201;DSA,CN|6.4;101|8.8;502|6.1;102|9.3;501|6.9;DSA|5.9;SE|6.8;101|5.3;202|8.7
Neha Chowdhury,CE2020-536,BT,2020,OOPS;401;201;202;OOPS,502|8.7;201|9.9;DSA|7.4;502|6.1;401|9.5
Priya Rao,EE2022-537,BT,2019,101;101;CN;202,501|6.7;501|7.6;NLP|6.7;102|9.8;ML|8.4;402|7.0
Kavya Jain,202538,CE,2023,102;202;SE;101;OS;202,CNTR|5.8;NLP|7.6;DSA|6.8;SE|6.6;402|8.7;201|7.5;202|9.3;502|5.7;101|5.7;CNTR|9.5
Priya Khan,202539,ECE,2021,OS;402;502,DSA|7.5;DBMS|8.4;201|7.7;202|9.7;SE|5.4;AI|7.5
Aditya Agarwal,202540,Physics,2022,DBMS;402;202;ML;502,101|6.2;OOPS|6.5;402|8.3;DBMS|6.4;CNTR|5.9;NLP|6.1;302|8.2;CNTR|5.7;DSA|8.3
Yash Kapoor,202541,CSE,2019,ML;SE;NLP;501;DSA,SE|8.4;502|5.1;OS|9.1;201|5.6;SE|8.2;102|5.6;401|6.2
Krishna Iyer,EE2022-542,CE,2021,502;CN;501;401;CN,DBMS|8.1;ML|5.2;AI|6.6;DBMS|7.5;201|6.0;401|6.9;401|6.3
Krishna Sharma,ECE2021-543,Physics,2021,OS;OS;501;501;ML,301|9.1;DSA|9.0;AI|5.8;102|7.4;301|8.0;202|6.7
Yash Malhotra,202544,ME,2023,102;501;402;OOPS;101;301,AI|5.9;CNTR|9.1;OOPS|5.6;CN|6.6;202|5.3;DSA|5.7;DBMS|8.8;OOPS|5.1;NLP|9.2;NLP|8.9
Ishaan Verma,202545,CSE,2020,501;SE;402;102;102,102|9.1;NLP|9.4;OS|6.1;CNTR|7.9;202|8.8;DSA|9.2;502|9.0;CN|7.8
Aditi Agarwal,202546,Maths,2021,402;OS;501,OOPS|8.1;CNTR|8.0;102|6.3;CNTR|5.3;502|8.1;301|6.6;402|9.6;NLP|6.4;DBMS|8.8;DBMS|6.6
Kavya Sharma,202547,CSE,2019,201;DBMS;301,102|7.6;ML|5.9;101|6.4;CN|9.8;DBMS|9.6;302|8.1;301|6.2
Arjun Jain,202548,BT,2020,CN;502;502;401;CN,101|9.3;302|6.3;CN|8.3;201|8.0;501|8.3;101|5.6;OS|6.1
Rohan Mehta,CSE2020-549,CE,2021,CN;SE;102;AI;101;OOPS,OOPS|5.3;201|9.0;301|8.1;101|6.1;OS|9.2;NLP|8.3
Aarav Agarwal,Physics2020-550,Maths,2019,OS;CNTR;SE;OOPS;402,CN|7.7;AI|8.4;DSA|8.1;402|7.4;302|8.4;501|6.7;401|5.5
Krishna Singh,CSE2019-551,CE,2023,NLP;102;401;302;ML;ML,OOPS|6.1;501|6.7;402|8.4;SE|5.1;AI|10.0;ML|8.8;SE|6.3;DSA|7.0
Tanvi Patel,ECE2022-552,EE,2021,ML;402;NLP,401|7.0;301|8.0;302|6.0;401|9.3;202|7.9;SE|9.9;DSA|7.4;101|9.4;SE|6.9
Isha Khan,202553,ECE,2023,CNTR;NLP;301,401|7.5;CNTR|7.5;SE|7.4;NLP|8.7;102|9.7
Ritika Malhotra,202554,BT,2023,102;102;201;OOPS,401|9.6;OOPS|7.5;302|8.2;DBMS|5.4;302|7.1;OOPS|8.0;401|8.0
Ritika Agarwal,202555,Physics,2021,CNTR;401;SE;102,201|5.4;OOPS|8.4;CN|6.2;102|8.8;201|8.3;401|7.1
Vihaan Desai,ME2020-556,ME,2023,OOPS;402;CN;502;OOPS,NLP|9.2;202|9.5;402|9.1;101|7.7;OS|6.6;DSA|9.4;OOPS|5.3;502|9.9;102|7.1;101|6.8
Tanvi Jain,202557,Physics,2019,201;102;101;CNTR;DSA;OOPS,CN|7.1;ML|9.4;ML|7.2;501|8.3;CN|8.3;CNTR|8.3;201|7.5
Neha Khan,EE2021-558,Physics,2019,301;102;CNTR;DBMS;SE,CN|8.4;NLP|7.0;DBMS|7.4;402|6.2;402|7.8;402|5.5;AI|7.9;302|6.3;301|9.3;202|6.1
Vivaan Desai,EE2023-559,ME,2022,201;301;CN;DBMS;DBMS;OS,402|7.8;CNTR|5.9;301|5.6;AI|8.9;401|9.9;OOPS|9.2;502|8.8;201|7.5;502|9.1;201|6.9
Sai Gupta,202560,CE,2021,NLP;CNTR;202,502|6.5;201|9.1;102|10.0;DSA|5.3;501|8.7;DBMS|9.0
Priya Gupta,202561,ECE,2020,SE;AI;SE;DBMS;CNTR,NLP|5.2;101|5.4;OOPS|6.0;DSA|7.5;301|9.7;302|9.2
Ananya Saxena,BT2021-562,CSE,2022,402;OOPS;NLP;ML;202;101,NLP|8.6;AI|7.5;102|8.9;402|6.3;102|8.4;DSA|7.5;202|9.7;CNTR|5.6;501|8.5
Aditya Agarwal,202563,BT,2023,201;401;OS;SE,302|8.9;201|9.9;101|6.6;SE|8.4;CNTR|7.9
Ananya Iyer,202564,Maths,2019,OS;NLP;401;SE;402,401|8.3;CNTR|5.6;CN|7.1;501|5.1;401|6.7;201|8.2
Rohan Bose,Physics2020-565,ECE,2020,OOPS;402;302;402;NLP;OS,302|6.2;OS|5.1;NLP|7.3;NLP|9.5;502|9.3;SE|8.4;AI|8.0
Isha Agarwal,202566,EE,2023,ML;DSA;201;NLP,DBMS|6.2;401|8.2;CNTR|9.5;AI|5.5;201|5.3
Ishaan Verma,202567,ECE,2023,ML;201;201;CNTR;301,AI|5.4;NLP|5.9;DSA|8.4;102|8.7;201|8.4;302|6.6;DSA|9.3;AI|9.7
Isha Sharma,Physics2022-568,Maths,2019,SE;301;201;502,101|9.5;SE|8.3;201|6.9;AI|8.0;ML|7.3;502|9.7;DSA|6.1;SE|9.3;AI|7.4
Neha Patel,202569,Maths,2022,AI;NLP;DSA,AI|8.9;401|9.4;402|7.7;201|5.7;301|5.3;201|7.2;402|6.9;NLP|9.0;DSA|5.9;CN|7.6
Krishna Saxena,202570,Maths,2023,501;402;NLP;ML;301,OOPS|6.6;501|6.1;502|5.3;302|10.0;501|8.0;NLP|5.9;OS|9.4;NLP|8.2;301|9.3;502|5.1
Neha Kumar,202571,BT,2022,CNTR;101;302,502|7.2;302|9.8;102|8.3;301|6.0;OS|5.7;102|8.7;202|9.5;501|6.7;SE|9.3;CNTR|6.6
Rohan Kumar,202572,Physics,2023,402;301;OOPS;OOPS;402,AI|7.0;401|5.6;SE|6.4;401|9.9;CNTR|8.9;502|6.0;301|7.7;SE|6.2;202|8.9
Krishna Nair,202573,ECE,2021,OOPS;202;502;202;502,CN|9.9;402|6.2;501|6.5;202|6.0;AI|7.1;401|6.8;NLP|7.2;202|8.6
Sai Khan,202574,BT,2019,502;NLP;SE;OOPS;101;301,101|7.6;SE|8.0;OOPS|9.9;302|8.8;502|8.9;202|7.8;301|7.7
Priya Khan,202575,CSE,2021,DBMS;OOPS;502;101;CN;OS,CN|9.6;DBMS|7.1;102|6.2;NLP|5.7;DBMS|7.6;502|9.2;OOPS|6.1;DSA|9.2;502|9.8;402|8.0
Yash Bose,202576,EE,2022,OOPS;302;CN;202;DSA;CNTR,202|8.7;NLP|6.3;CNTR|9.1;DBMS|8.3;OS|9.7;401|7.3;ML|7.6
Diya Patel,202577,Maths,2019,201;DSA;101;OS;OOPS,202|6.8;401|9.0;102|6.2;DBMS|6.5;402|7.5;AI|7.4;DBMS|9.8
Yash Iyer,ECE2021-578,EE,2019,ML;CN;OS;DSA;401,401|9.9;DSA|8.7;CN|8.3;OS|5.0;102|5.4;CNTR|7.4;301|6.2;DSA|9.7;OS|6.3
Diya Verma,ECE2020-579,BT,2020,101;401;302;NLP;401,CNTR|8.9;OS|5.3;SE|7.3;301|8.8;402|5.2;102|8.6;DBMS|9.9
Diya Agarwal,ME2023-580,EE,2022,ML;DBMS;DSA;402;102,402|6.9;ML|5.5;301|7.6;OS|5.1;SE|6.6
Aditya Chowdhury,202581,ME,2022,CN;OOPS;OOPS;202;301;301,101|6.7;301|5.5;SE|9.7;402|7.4;102|6.7
Aditi Kapoor,202582,Physics,2021,ML;401;101,SE|8.7;401|8.0;201|6.6;202|7.8;NLP|7.3;502|5.7;101|8.8
Arjun Bose,CE2020-583,CSE,2023,DSA;102;101;402;CN;402,NLP|7.2;CN|6.9;202|9.8;402|8.3;202|9.1
Aarav Verma,202584,ME,2022,CNTR;DSA;SE;502;AI,102|7.0;501|7.4;DBMS|9.1;OOPS|5.5;401|5.6;102|8.9;NLP|8.5;501|6.4;501|8.1;301|5.1
Ananya Singh,202585,CSE,2020,CN;AI;302;302,CN|6.5;502|6.7;CN|7.0;301|6.8;201|7.1
Sai Iyer,EE2021-586,CE,2021,CNTR;102;301;502;AI,DBMS|5.0;OOPS|6.2;302|6.3;AI|7.3;201|9.6
Aditi Saxena,202587,Maths,2022,DSA;AI;OOPS;CN;OOPS,102|8.0;AI|6.8;302|7.1;AI|5.5;CN|9.1;201|7.3
Vihaan Nair,202588,ME,2020,CNTR;CN;DSA;202,OS|5.4;101|6.1;502|8.7;301|5.5;301|8.6;DBMS|9.5
Sakshi Rao,Maths2020-589,EE,2023,402;OOPS;501;101,CNTR|7.5;NLP|9.9;ML|6.2;OS|6.6;CN|9.4;402|7.2;DBMS|7.1;301|6.5;301|5.5
Sakshi Saxena,202590,CSE,2019,302;OOPS;402;201,DBMS|5.1;SE|6.0;NLP|6.2;SE|8.3;102|9.7;202|5.3;CN|6.9;NLP|6.8;CN|5.8
Kavya Gupta,202591,EE,2019,201;OOPS;302,202|6.7;ML|9.0;SE|9.9;402|6.4;501|9.0;DBMS|7.4;502|9.6;ML|6.5;AI|9.1;402|5.3
